data	cnpj_loja	nome_loja	qtd cupom	valor venda	qtd venda
20/12/2019	389368000200	Loja 2	30	324.88	71.64
17/11/2019	389368000200	Loja 2	42	549	43.6
24/12/2019	389368000200	Loja 2	23	705.62	133.94
22/12/2019	389368000200	Loja 2	23	427.8	130.21
4/11/2019	389368000200	Loja 2	47	203.48	55.59
12/12/2019	389368000200	Loja 2	16	574.68	84.06
5/12/2019	389368000200	Loja 2	42	312.15	65.08
22/12/2019	389368000200	Loja 2	21	935.46	464
5/12/2019	389368000200	Loja 2	21	155.87	29.82
2/11/2019	389368000200	Loja 2	38	2092.28	840.46
10/12/2019	389368000200	Loja 2	25	154.53	4.22
2/11/2019	389368000200	Loja 2	37	738.71	78.38
1/12/2019	389368000200	Loja 2	32	402.78	83.02
1/12/2019	389368000200	Loja 2	22	287.38	88.6
11/11/2019	389368000200	Loja 2	28	252.98	120
20/12/2019	389368000200	Loja 2	14	469.73	109
2/11/2019	389368000200	Loja 2	85	585.44	154.72
28/11/2019	389368000200	Loja 2	34	405.04	20.3
15/12/2019	389368000200	Loja 2	14	46.98	5.95
22/12/2019	389368000200	Loja 2	37	117.52	14.72
12/12/2019	389368000200	Loja 2	13	116.98	37.94
11/11/2019	389368000200	Loja 2	48	343.89	150.46
11/11/2019	389368000200	Loja 2	33	122.89	45.96
17/12/2019	389368000200	Loja 2	39	337.84	103
28/11/2019	389368000200	Loja 2	80	808.3	240
19/12/2019	389368000200	Loja 2	15	266.1	40
10/12/2019	389368000200	Loja 2	48	234.74	78.77
20/12/2019	389368000200	Loja 2	19	997.35	77.67
5/12/2019	389368000200	Loja 2	41	333.08	98.92
20/12/2019	389368000200	Loja 2	26	443.82	89.42
4/11/2019	389368000200	Loja 2	39	177.25	50.91
30/11/2019	389368000200	Loja 2	45	284.77	71.5
22/12/2019	389368000200	Loja 2	14	274.96	64.62
10/12/2019	389368000200	Loja 2	41	229.07	57.55
17/11/2019	389368000200	Loja 2	119	467.88	52.38
22/12/2019	389368000200	Loja 2	29	128.96	48.04
4/11/2019	389368000200	Loja 2	33	368.93	24.7
2/11/2019	389368000200	Loja 2	57	186.38	48.15
4/11/2019	389368000200	Loja 2	58	249.13	83.7
19/12/2019	389368000200	Loja 2	23	239.8	87.8
10/12/2019	389368000200	Loja 2	21	757.12	69.65
17/11/2019	389368000200	Loja 2	35	123.22	62
20/12/2019	389368000200	Loja 2	22	141.7	65
2/11/2019	389368000200	Loja 2	32	97.51	49
19/12/2019	389368000200	Loja 2	26	152.95	71
28/11/2019	389368000200	Loja 2	48	391.02	110
30/11/2019	389368000200	Loja 2	27	239.61	58
28/11/2019	389368000200	Loja 2	56	303.16	18.06
10/12/2019	389368000200	Loja 2	17	549.94	91.59
17/11/2019	389368000200	Loja 2	15	438.25	207
1/12/2019	389368000200	Loja 2	13	138.37	30.2
7/12/2019	389368000200	Loja 2	35	1368.53	129.24
24/12/2019	389368000200	Loja 2	31	492.26	103.87
17/12/2019	389368000200	Loja 2	16	146.39	49
19/12/2019	389368000200	Loja 2	18	323.69	53.63
20/12/2019	389368000200	Loja 2	20	1463.88	85.87
5/12/2019	389368000200	Loja 2	20	870.28	261.87
11/11/2019	389368000200	Loja 2	30	170.37	30
24/12/2019	389368000200	Loja 2	25	845.1	69.43
20/12/2019	389368000200	Loja 2	27	238.76	89
4/11/2019	389368000200	Loja 2	46	561.67	169.35
28/11/2019	389368000200	Loja 2	20	862.72	116.9
11/11/2019	389368000200	Loja 2	32	289.12	289.12
2/11/2019	389368000200	Loja 2	17	1019.1	136.8
2/11/2019	389368000200	Loja 2	46	161.34	54
30/11/2019	389368000200	Loja 2	52	495.42	68
2/11/2019	389368000200	Loja 2	59	374.4	78
2/11/2019	389368000200	Loja 2	76	696.05	97
28/11/2019	389368000200	Loja 2	24	256.9	128
30/11/2019	389368000200	Loja 2	69	443.93	68.65
11/11/2019	389368000200	Loja 2	21	722.93	154.43
17/11/2019	389368000200	Loja 2	44	484.62	144.48
17/11/2019	389368000200	Loja 2	46	209.36	30.06
17/11/2019	389368000200	Loja 2	13	113.81	19
17/11/2019	389368000200	Loja 2	22	1150.94	57.76
17/11/2019	389368000200	Loja 2	37	116.1	38.92
4/11/2019	389368000200	Loja 2	30	458	18.35
17/11/2019	389368000200	Loja 2	17	22.93	11.55
17/11/2019	389368000200	Loja 2	9	60.46	24.25
30/11/2019	389368000200	Loja 2	96	758.02	254
2/11/2019	389368000200	Loja 2	94	373.73	107.43
30/11/2019	389368000200	Loja 2	55	1465.45	101.34
2/11/2019	389368000200	Loja 2	40	1048.78	70.01
30/11/2019	389368000200	Loja 2	61	1268.83	147.19
28/11/2019	389368000200	Loja 2	42	201.96	44
2/11/2019	389368000200	Loja 2	117	774.22	236
2/11/2019	389368000200	Loja 2	35	257.22	7.66
30/11/2019	389368000200	Loja 2	42	1056.68	123.96
11/11/2019	389368000200	Loja 2	87	873.59	266
30/11/2019	389368000200	Loja 2	13	177.17	56
2/11/2019	389368000200	Loja 2	52	1370.19	124.67
2/11/2019	389368000200	Loja 2	102	373.92	41.87
30/11/2019	389368000200	Loja 2	83	906.45	906.77
4/11/2019	389368000200	Loja 2	38	165.67	83.35
28/11/2019	389368000200	Loja 2	72	210.38	70.54
2/11/2019	389368000200	Loja 2	34	546.53	73.51
28/11/2019	389368000200	Loja 2	28	1337.44	373.34
4/11/2019	389368000200	Loja 2	24	906.12	241.69
11/11/2019	389368000200	Loja 2	71	237.12	68.17
11/11/2019	389368000200	Loja 2	66	611.73	175.6
2/11/2019	389368000200	Loja 2	33	450.75	79
17/11/2019	389368000200	Loja 2	38	256.54	73.36
4/11/2019	389368000200	Loja 2	29	1346.36	89.11
2/11/2019	389368000200	Loja 2	89	383.46	55.14
2/11/2019	389368000200	Loja 2	54	278.37	127.21
28/11/2019	389368000200	Loja 2	38	1670.88	230.02
2/11/2019	389368000200	Loja 2	105	1358.66	1359.32
11/11/2019	389368000200	Loja 2	36	1095.58	221.3
30/11/2019	389368000200	Loja 2	28	761.28	72
4/11/2019	389368000200	Loja 2	103	387.94	43.48
30/11/2019	389368000200	Loja 2	59	194.27	65
2/11/2019	389368000200	Loja 2	44	810.44	28.93
17/11/2019	389368000200	Loja 2	32	210.46	71.92
2/11/2019	389368000200	Loja 2	82	959.55	321
30/11/2019	389368000200	Loja 2	91	530.85	77.4
11/11/2019	389368000200	Loja 2	25	420.2	140
7/12/2019	389368000200	Loja 2	25	1610.63	183.31
22/12/2019	389368000200	Loja 2	42	343.97	53
7/12/2019	389368000200	Loja 2	29	316.15	92.49
22/12/2019	389368000200	Loja 2	17	63.09	7.96
24/12/2019	389368000200	Loja 2	40	203.3	93
22/12/2019	389368000200	Loja 2	20	145.03	31
24/12/2019	389368000200	Loja 2	81	485.93	97.74
7/12/2019	389368000200	Loja 2	17	302.24	62
12/12/2019	389368000200	Loja 2	23	142.62	35.81
19/12/2019	389368000200	Loja 2	50	149.29	18.71
5/12/2019	389368000200	Loja 2	46	304.33	73.13
15/12/2019	389368000200	Loja 2	15	110.85	31.57
24/12/2019	389368000200	Loja 2	41	345.72	15.9
10/12/2019	389368000200	Loja 2	34	295.87	73.71
24/12/2019	389368000200	Loja 2	59	481.67	71
10/12/2019	389368000200	Loja 2	24	708.28	390.02
20/12/2019	389368000200	Loja 2	50	423.14	125
1/12/2019	389368000200	Loja 2	46	323.16	47.1
17/12/2019	389368000200	Loja 2	14	145.94	52
10/12/2019	389368000200	Loja 2	53	193.48	12.86
17/11/2019	389368000200	Loja 2	108	868.54	116
19/12/2019	389368000200	Loja 2	16	130.12	44
19/12/2019	389368000200	Loja 2	19	105.24	28.24
12/12/2019	389368000200	Loja 2	15	376.74	26
19/12/2019	389368000200	Loja 2	37	276	82
20/12/2019	389368000200	Loja 2	37	88.57	33.01
11/11/2019	389368000200	Loja 2	61	1052.46	95.85
1/12/2019	389368000200	Loja 2	29	729.92	52.58
5/12/2019	389368000200	Loja 2	52	221.07	40.43
12/12/2019	389368000200	Loja 2	20	73.23	26.56
24/12/2019	389368000200	Loja 2	37	79.8	40
15/12/2019	389368000200	Loja 2	26	312.04	96
15/12/2019	389368000200	Loja 2	27	316.7	53
20/12/2019	389368000200	Loja 2	44	144.04	18.06
30/11/2019	389368000200	Loja 2	56	255.1	64
5/12/2019	389368000200	Loja 2	31	283.15	72.86
5/12/2019	389368000200	Loja 2	36	73.27	27.49
11/11/2019	389368000200	Loja 2	39	1085.15	309.04
22/12/2019	389368000200	Loja 2	25	135.5	34
17/11/2019	389368000200	Loja 2	57	257.91	15.29
24/12/2019	389368000200	Loja 2	67	159.43	57.32
20/12/2019	389368000200	Loja 2	24	286.36	49.47
10/12/2019	389368000200	Loja 2	43	486.45	144
1/12/2019	389368000200	Loja 2	28	494.04	23.58
17/12/2019	389368000200	Loja 2	23	44.92	18.11
4/11/2019	389368000200	Loja 2	54	356.9	356.9
7/12/2019	389368000200	Loja 2	32	1097.36	71.28
24/12/2019	389368000200	Loja 2	70	388.67	130.34
24/12/2019	389368000200	Loja 2	42	200.83	101
4/11/2019	389368000200	Loja 2	45	77.39	28.85
1/12/2019	389368000200	Loja 2	41	150.07	30.21
10/12/2019	389368000200	Loja 2	35	482.05	163
5/12/2019	389368000200	Loja 2	37	160.48	46.04
7/12/2019	389368000200	Loja 2	26	166.55	4.51
1/12/2019	389368000200	Loja 2	40	174.16	10.34
10/12/2019	389368000200	Loja 2	18	175.43	37.29
4/11/2019	389368000200	Loja 2	70	242.91	14.38
24/12/2019	389368000200	Loja 2	43	300.55	138
11/11/2019	389368000200	Loja 2	38	992.03	163.38
4/11/2019	389368000200	Loja 2	66	1280.14	460
28/11/2019	389368000200	Loja 2	32	545.86	145.1
17/11/2019	389368000200	Loja 2	77	1729.82	1733.54
24/12/2019	389368000200	Loja 2	49	2286.8	158.06
5/12/2019	389368000200	Loja 2	75	633.63	188
1/12/2019	389368000200	Loja 2	51	464.34	156
24/12/2019	389368000200	Loja 2	28	263.88	14.73
5/12/2019	389368000200	Loja 2	26	79.68	18.43
10/12/2019	389368000200	Loja 2	80	293.86	36.86
7/12/2019	389368000200	Loja 2	24	265.25	82
24/12/2019	389368000200	Loja 2	50	376.6	140
24/12/2019	389368000200	Loja 2	38	454.47	57
24/12/2019	389368000200	Loja 2	61	774.63	111
22/12/2019	389368000200	Loja 2	36	150.59	43.36
24/12/2019	389368000200	Loja 2	63	494.35	138
22/12/2019	389368000200	Loja 2	47	103.83	41.87
17/12/2019	389368000200	Loja 2	53	191.01	12.69
10/12/2019	389368000200	Loja 2	32	171.73	45.63
7/12/2019	389368000200	Loja 2	36	188.73	54.16
12/12/2019	389368000200	Loja 2	27	324.95	96
1/12/2019	389368000200	Loja 2	37	351.16	9.53
1/12/2019	389368000200	Loja 2	26	794.38	40.1
2/11/2019	389368000200	Loja 2	104	240.23	80.63
28/11/2019	389368000200	Loja 2	126	563.18	63.04
11/11/2019	389368000200	Loja 2	72	347.43	79.99
11/11/2019	389368000200	Loja 2	52	164.71	83
17/11/2019	389368000200	Loja 2	36	538.08	180
30/11/2019	389368000200	Loja 2	88	204.15	68.49
2/11/2019	389368000200	Loja 2	49	99.99	101
2/11/2019	389368000200	Loja 2	88	727.44	19.65
17/11/2019	389368000200	Loja 2	28	173.08	43.5
2/11/2019	389368000200	Loja 2	42	663.16	26.54
4/11/2019	389368000200	Loja 2	27	98.44	33
11/11/2019	389368000200	Loja 2	46	424.08	152
4/11/2019	438718000308	Loja 3	2	1275.19	347.37
4/11/2019	438718000308	Loja 3	4	417.86	134.42
4/11/2019	438718000308	Loja 3	1	2239.84	517.26
11/11/2019	438718000308	Loja 3	1	2083.66	535.17
30/11/2019	438718000308	Loja 3	1	3143.69	701.33
30/11/2019	438718000308	Loja 3	2	2019.07	424.14
2/11/2019	438718000308	Loja 3	1	3386.53	805.21
28/11/2019	438718000308	Loja 3	2	1177.02	262.89
11/11/2019	438718000308	Loja 3	13	70.83	3.41
17/11/2019	438718000308	Loja 3	1	3039.63	644.07
30/11/2019	438718000308	Loja 3	12	138.3	27.63
28/11/2019	438718000308	Loja 3	1	2136.62	498.18
11/11/2019	438718000308	Loja 3	2	1199.26	317.64
17/11/2019	438718000308	Loja 3	2	1277.94	325.87
30/11/2019	438718000308	Loja 3	20	73.38	25.4
2/11/2019	438718000308	Loja 3	14	337.57	67.52
2/11/2019	438718000308	Loja 3	2	1974.56	513.39
2/11/2019	438718000308	Loja 3	6	466.99	107.69
2/11/2019	438718000308	Loja 3	3	1383.68	353.05
30/11/2019	438718000308	Loja 3	7	758.99	116.34
30/11/2019	438718000308	Loja 3	5	934.46	234.7
4/11/2019	438718000308	Loja 3	6	181.08	65.48
17/11/2019	438718000308	Loja 3	3	1063.16	279
11/11/2019	438718000308	Loja 3	8	312.15	66.91
4/11/2019	438718000308	Loja 3	3	691.17	223.2
28/11/2019	438718000308	Loja 3	6	527.95	83.3
4/11/2019	438718000308	Loja 3	5	582.39	102.28
30/11/2019	438718000308	Loja 3	4	908.23	243.85
28/11/2019	438718000308	Loja 3	5	354.85	84.6
28/11/2019	438718000308	Loja 3	4	594.46	121.5
4/11/2019	438718000308	Loja 3	8	496.24	101.43
17/11/2019	438718000308	Loja 3	19	347.73	56.16
30/11/2019	438718000308	Loja 3	3	1298.39	387.51
28/11/2019	438718000308	Loja 3	3	602.88	139.16
17/11/2019	438718000308	Loja 3	15	149.5	14.62
17/11/2019	438718000308	Loja 3	4	642.71	119.2
30/11/2019	438718000308	Loja 3	11	283.96	47.85
30/11/2019	438718000308	Loja 3	188	582.73	73.01
17/11/2019	438718000308	Loja 3	5	517.64	103.8
2/11/2019	438718000308	Loja 3	4	1077.5	294.7
4/11/2019	438718000308	Loja 3	19	34.8	15.47
28/11/2019	438718000308	Loja 3	15	84.22	36.45
17/11/2019	438718000308	Loja 3	10	718.15	49.97
11/11/2019	438718000308	Loja 3	3	657.54	145.14
2/11/2019	438718000308	Loja 3	18	562.48	48.81
2/11/2019	438718000308	Loja 3	13	473.59	66.41
28/11/2019	438718000308	Loja 3	8	183.21	41.55
30/11/2019	438718000308	Loja 3	9	607.75	36.41
2/11/2019	438718000308	Loja 3	7	506.16	112.6
17/11/2019	438718000308	Loja 3	6	407.2	121.52
2/11/2019	438718000308	Loja 3	8	863.71	102.46
4/11/2019	438718000308	Loja 3	10	112.3	38.72
2/11/2019	438718000308	Loja 3	52	48.22	58
2/11/2019	438718000308	Loja 3	51	222.53	77
11/11/2019	438718000308	Loja 3	5	169.11	34.76
2/11/2019	438718000308	Loja 3	5	488.59	105.58
2/11/2019	438718000308	Loja 3	40	129.52	6.48
11/11/2019	438718000308	Loja 3	4	668.8	134.63
2/11/2019	438718000308	Loja 3	12	281.67	60.52
2/11/2019	438718000308	Loja 3	9	228.46	112.83
30/11/2019	438718000308	Loja 3	18	65.97	4.14
11/11/2019	438718000308	Loja 3	6	234.7	63.77
30/11/2019	438718000308	Loja 3	40	48.51	49
30/11/2019	438718000308	Loja 3	8	323.49	146.54
17/11/2019	438718000308	Loja 3	12	192.33	13.9
30/11/2019	438718000308	Loja 3	23	138.67	5.16
30/11/2019	438718000308	Loja 3	6	806.13	88.04
17/11/2019	438718000308	Loja 3	20	131.53	4.88
4/11/2019	438718000308	Loja 3	7	46.37	35
30/11/2019	438718000308	Loja 3	14	107.85	21.1
2/11/2019	438718000308	Loja 3	25	505.89	231
28/11/2019	438718000308	Loja 3	9	153.79	15.47
28/11/2019	438718000308	Loja 3	54	271.66	94
2/11/2019	438718000308	Loja 3	32	59.64	18.13
2/11/2019	438718000308	Loja 3	11	1284.72	105.49
11/11/2019	438718000308	Loja 3	17	18.61	19
2/11/2019	438718000308	Loja 3	36	157.19	56.01
17/11/2019	438718000308	Loja 3	8	341	51.7
2/11/2019	438718000308	Loja 3	26	73.18	7.57
11/11/2019	438718000308	Loja 3	16	86.33	10.77
30/11/2019	438718000308	Loja 3	16	197.36	32.27
17/11/2019	438718000308	Loja 3	18	214.54	27.71
4/11/2019	438718000308	Loja 3	12	41.88	12
11/11/2019	438718000308	Loja 3	24	110.09	3.84
2/11/2019	438718000308	Loja 3	17	127.97	7.35
11/11/2019	438718000308	Loja 3	35	274.55	95
11/11/2019	438718000308	Loja 3	7	392.03	57.51
17/11/2019	438718000308	Loja 3	9	480.19	51.95
2/11/2019	438718000308	Loja 3	21	52.94	26.61
4/11/2019	438718000308	Loja 3	25	174.75	25
30/11/2019	438718000308	Loja 3	36	134.4	6.36
2/11/2019	438718000308	Loja 3	10	225.54	35.18
28/11/2019	438718000308	Loja 3	163	477.61	59.85
11/11/2019	438718000308	Loja 3	14	93.25	5.57
4/11/2019	438718000308	Loja 3	11	230.13	49.53
28/11/2019	438718000308	Loja 3	25	69.76	26.04
2/11/2019	438718000308	Loja 3	20	34.5	23
30/11/2019	438718000308	Loja 3	10	684.21	78.25
4/11/2019	438718000308	Loja 3	20	28.86	8.79
30/11/2019	438718000308	Loja 3	15	161.56	60.13
4/11/2019	438718000308	Loja 3	16	43.15	2.68
17/11/2019	438718000308	Loja 3	35	69.65	35
17/11/2019	438718000308	Loja 3	65	392.22	13.73
11/11/2019	438718000308	Loja 3	10	31.52	1.6
28/11/2019	438718000308	Loja 3	7	248.59	50.88
28/11/2019	438718000308	Loja 3	11	45.79	2.55
17/11/2019	438718000308	Loja 3	217	644.8	80.91
17/11/2019	438718000308	Loja 3	11	248.03	30.24
30/11/2019	438718000308	Loja 3	25	63.65	10.81
17/11/2019	438718000308	Loja 3	7	307.72	29.14
2/11/2019	438718000308	Loja 3	19	262.43	16.41
11/11/2019	438718000308	Loja 3	19	37.81	19
17/11/2019	438718000308	Loja 3	23	62.2	3.88
28/11/2019	438718000308	Loja 3	10	93.46	40
2/11/2019	438718000308	Loja 3	24	167.2	58.48
11/11/2019	438718000308	Loja 3	152	425.63	53.35
7/12/2019	438718000308	Loja 3	2	1754.13	450.27
11/12/2019	438718000308	Loja 3	1	2334.66	535.46
1/12/2019	438718000308	Loja 3	79	526.94	17.77
20/12/2019	438718000308	Loja 3	2	1305.78	322.52
7/12/2019	438718000308	Loja 3	1	3560.34	721.96
17/12/2019	438718000308	Loja 3	1	2167.88	504.51
24/12/2019	438718000308	Loja 3	4	1304.52	273.74
15/12/2019	438718000308	Loja 3	14	441.7	118.27
24/12/2019	438718000308	Loja 3	1	3624.53	782.45
12/12/2019	438718000308	Loja 3	1	2367.72	558.44
1/12/2019	438718000308	Loja 3	3	1838.68	390.09
22/12/2019	438718000308	Loja 3	3	985.16	255.29
1/12/2019	438718000308	Loja 3	9	728.79	97.11
10/12/2019	438718000308	Loja 3	1	2014.97	458.39
1/12/2019	438718000308	Loja 3	2	1934.53	471.43
19/12/2019	438718000308	Loja 3	1	2550.65	583.4
1/12/2019	438718000308	Loja 3	1	3278.66	711.62
22/12/2019	438718000308	Loja 3	1	3203.82	603.74
11/12/2019	438718000308	Loja 3	2	1366.13	279.68
10/12/2019	438718000308	Loja 3	2	1099.3	249.35
17/12/2019	438718000308	Loja 3	3	702.13	210.64
22/12/2019	438718000308	Loja 3	4	780.35	169.1
20/12/2019	438718000308	Loja 3	1	2498.55	574.1
11/12/2019	438718000308	Loja 3	4	661.87	122.81
5/12/2019	438718000308	Loja 3	1	2524.62	527.41
5/12/2019	438718000308	Loja 3	8	53.43	17.4
15/12/2019	438718000308	Loja 3	3	860.22	214.67
15/12/2019	438718000308	Loja 3	8	307.43	99.84
19/12/2019	438718000308	Loja 3	5	704.39	127.26
1/12/2019	438718000308	Loja 3	15	605.86	89.23
7/12/2019	438718000308	Loja 3	7	737.31	126.7
12/12/2019	438718000308	Loja 3	3	855.77	189.12
15/12/2019	438718000308	Loja 3	1	3104.69	646.36
24/12/2019	438718000308	Loja 3	30	46.75	20.42
24/12/2019	438718000308	Loja 3	9	931.82	136.34
24/12/2019	438718000308	Loja 3	5	918.48	245.27
7/12/2019	438718000308	Loja 3	3	1077.87	300.42
7/12/2019	438718000308	Loja 3	6	1012.29	226.81
22/12/2019	438718000308	Loja 3	2	1879.47	481.61
17/12/2019	438718000308	Loja 3	9	144.58	42.73
19/12/2019	438718000308	Loja 3	3	591.39	170.79
15/12/2019	438718000308	Loja 3	2	1748.37	346.05
19/12/2019	438718000308	Loja 3	4	712.71	155.6
24/12/2019	438718000308	Loja 3	2	2513.95	576.71
24/12/2019	438718000308	Loja 3	97	965.15	485
5/12/2019	438718000308	Loja 3	6	237.18	53.76
12/12/2019	438718000308	Loja 3	14	14.85	15
17/12/2019	438718000308	Loja 3	2	1041.24	277.17
1/12/2019	438718000308	Loja 3	10	213.49	48.91
24/12/2019	438718000308	Loja 3	23	182.68	31.9
24/12/2019	438718000308	Loja 3	6	852.24	109.84
24/12/2019	438718000308	Loja 3	3	1397.49	346.27
17/12/2019	438718000308	Loja 3	13	247.06	75.99
5/12/2019	438718000308	Loja 3	2	1301.12	318.03
1/12/2019	438718000308	Loja 3	5	829.07	212.84
12/12/2019	438718000308	Loja 3	11	168.43	47.16
15/12/2019	438718000308	Loja 3	7	331.08	50.47
22/12/2019	438718000308	Loja 3	5	739.66	157.49
19/12/2019	438718000308	Loja 3	2	1324.16	367.5
10/12/2019	438718000308	Loja 3	3	744.34	154.24
1/12/2019	438718000308	Loja 3	7	256.49	53.93
12/12/2019	438718000308	Loja 3	6	454.16	86.03
15/12/2019	438718000308	Loja 3	22	257.19	35.43
10/12/2019	438718000308	Loja 3	14	27.86	14
1/12/2019	438718000308	Loja 3	4	939.24	245.86
20/12/2019	438718000308	Loja 3	12	37.6	16
20/12/2019	438718000308	Loja 3	10	40.22	2.14
20/12/2019	438718000308	Loja 3	3	885.58	181.53
15/12/2019	438718000308	Loja 3	4	734.2	115.22
24/12/2019	438718000308	Loja 3	12	353.26	72
11/12/2019	438718000308	Loja 3	3	798.55	197.59
17/12/2019	438718000308	Loja 3	4	571.15	112.96
11/12/2019	438718000308	Loja 3	8	468.16	115.63
12/12/2019	438718000308	Loja 3	2	1282.92	295.99
22/12/2019	438718000308	Loja 3	29	106.7	38.24
12/12/2019	438718000308	Loja 3	5	383.81	86.28
19/12/2019	438718000308	Loja 3	10	246.23	47.12
1/12/2019	438718000308	Loja 3	52	57.42	58
12/12/2019	438718000308	Loja 3	4	636.56	123.71
7/12/2019	438718000308	Loja 3	4	1110.23	256.82
19/12/2019	438718000308	Loja 3	6	349.64	59.07
7/12/2019	438718000308	Loja 3	12	549.69	179.87
7/12/2019	438718000308	Loja 3	5	404.64	115.05
24/12/2019	438718000308	Loja 3	7	757.4	184.1
20/12/2019	438718000308	Loja 3	4	689.15	114.58
11/12/2019	438718000308	Loja 3	6	216.55	28.43
15/12/2019	438718000308	Loja 3	9	414.27	36.72
1/12/2019	438718000308	Loja 3	11	65.1	14
5/12/2019	438718000308	Loja 3	36	167.62	58
15/12/2019	438718000308	Loja 3	34	219.5	73.76
17/12/2019	438718000308	Loja 3	6	145.82	56.73
12/12/2019	438718000308	Loja 3	12	34.98	22
17/12/2019	438718000308	Loja 3	5	441.75	92.2
5/12/2019	438718000308	Loja 3	3	981.01	230.83
1/12/2019	438718000308	Loja 3	6	538.72	143.3
1/12/2019	438718000308	Loja 3	34	200.67	37.26
22/12/2019	438718000308	Loja 3	10	249.73	51.32
20/12/2019	438718000308	Loja 3	5	295.62	79.71
15/12/2019	438718000308	Loja 3	5	437.45	113.78
19/12/2019	438718000308	Loja 3	15	141.22	106
7/12/2019	438718000308	Loja 3	18	674.62	69.08
19/12/2019	438718000308	Loja 3	13	204.75	52.56
24/12/2019	438718000308	Loja 3	13	638.41	83.85
22/12/2019	438718000308	Loja 3	7	598.69	113.17
15/12/2019	438718000308	Loja 3	13	143.53	20.85
12/12/2019	438718000308	Loja 3	9	372.91	106.05
10/12/2019	438718000308	Loja 3	7	186.05	36.72
5/12/2019	438718000308	Loja 3	4	419.09	101.69
20/12/2019	438718000308	Loja 3	9	130.97	37.95
19/12/2019	438718000308	Loja 3	7	247.84	78.13
12/12/2019	438718000308	Loja 3	10	132.99	19.78
24/12/2019	438718000308	Loja 3	8	770.4	152.1
5/12/2019	438718000308	Loja 3	23	76.17	3.61
19/12/2019	438718000308	Loja 3	39	213.75	75
12/12/2019	438718000308	Loja 3	7	186.01	23.09
24/12/2019	438718000308	Loja 3	18	336.19	21.92
11/12/2019	438718000308	Loja 3	10	333.79	56.28
11/12/2019	438718000308	Loja 3	7	495.63	73.23
5/12/2019	438718000308	Loja 3	7	284.86	32.11
11/11/2019	438718000308	Loja 3	15	75.45	21.69
1/12/2019	438718000308	Loja 3	24	108.92	28
17/12/2019	438718000308	Loja 3	11	218.05	21.03
28/11/2019	438718000308	Loja 3	28	139.7	4.73
7/12/2019	438718000308	Loja 3	13	401.39	83.72
28/11/2019	438718000308	Loja 3	19	108.33	13.23
28/11/2019	438718000308	Loja 3	21	45.77	23
20/12/2019	438718000308	Loja 3	15	79.84	16
11/11/2019	438718000308	Loja 3	12	105.35	77.41
2/11/2019	438718000308	Loja 3	89	530.96	18.52
7/12/2019	438718000308	Loja 3	9	170.05	25.06
7/12/2019	438718000308	Loja 3	14	145.99	91.08
30/11/2019	438718000308	Loja 3	19	75.85	3.8
30/11/2019	438718000308	Loja 3	51	318.35	10.77
2/11/2019	438718000308	Loja 3	15	287.47	22.61
22/12/2019	438718000308	Loja 3	6	1448.15	203.84
1/12/2019	438718000308	Loja 3	23	80.41	14.64
19/12/2019	438718000308	Loja 3	12	57.8	20
19/12/2019	438718000308	Loja 3	14	17.26	5.78
4/11/2019	438718000308	Loja 3	17	126.57	34.67
22/12/2019	438718000308	Loja 3	13	256.94	29.98
5/12/2019	438718000308	Loja 3	5	385.67	47.27
11/12/2019	438718000308	Loja 3	5	325.32	75.54
4/11/2019	438718000308	Loja 3	9	12.87	13
4/11/2019	438718000308	Loja 3	14	249.1	27.94
4/11/2019	438718000308	Loja 3	35	242.76	84
4/11/2019	438718000308	Loja 3	18	99.18	21.17
24/12/2019	438718000308	Loja 3	17	617.07	82.45
10/12/2019	438718000308	Loja 3	4	425.48	134.27
7/12/2019	438718000308	Loja 3	24	56.69	9.03
22/12/2019	438718000308	Loja 3	27	360.87	46.13
1/12/2019	438718000308	Loja 3	20	832.91	208.37
1/12/2019	438718000308	Loja 3	8	475.51	51.51
20/12/2019	438718000308	Loja 3	150	380.11	47.7
7/12/2019	438718000308	Loja 3	8	293.05	64.33
4/11/2019	438718000308	Loja 3	15	76.53	20.02
10/12/2019	438718000308	Loja 3	5	679.63	127.95
17/11/2019	438718000308	Loja 3	14	98.6	31.77
12/12/2019	438718000308	Loja 3	8	256.65	56.4
15/12/2019	438718000308	Loja 3	6	805.93	112.74
5/12/2019	438718000308	Loja 3	29	33.66	34
22/12/2019	438718000308	Loja 3	19	205.09	10.31
12/12/2019	438718000308	Loja 3	13	66.28	3.5
20/12/2019	438718000308	Loja 3	6	453.92	36.25
24/12/2019	438718000308	Loja 3	25	220	60.05
24/12/2019	438718000308	Loja 3	28	258.14	45.53
15/12/2019	438718000308	Loja 3	21	193.12	16.67
10/12/2019	438718000308	Loja 3	6	109.78	17.32
20/12/2019	438718000308	Loja 3	8	177.98	34.94
17/12/2019	438718000308	Loja 3	8	352.17	76.9
19/12/2019	438718000308	Loja 3	18	98.88	22.63
1/12/2019	438718000308	Loja 3	17	207.67	16.1
20/12/2019	438718000308	Loja 3	13	239.36	96.45
30/11/2019	438718000308	Loja 3	130	1806.92	908
22/12/2019	438718000308	Loja 3	8	387.68	52.49
24/12/2019	438718000308	Loja 3	10	561.14	76.33
22/12/2019	438718000308	Loja 3	9	448.38	73.45
15/12/2019	438718000308	Loja 3	15	133.72	37.41
11/11/2019	438718000308	Loja 3	9	153.56	20.18
